# Gene Family	AA_combined_Abundance-RPKs	B1_combined_Abundance-RPKs	C1_combined_Abundance-RPKs	D1_combined_Abundance-RPKs	E1_combined_Abundance-RPKs	F1_combined_Abundance-RPKs
K00228|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.62881	1.4436	6.2996	10.6671	10.0952	11.8851
K00230	0.130661	0.0	0.0	0.0	0.0	0.0
K00230|g__Pantoea.s__Pantoea_agglomerans	0.0979956	0.0	0.0	0.0	0.0	0.0
K00230|g__Pantoea.s__Pantoea_vagans	0.0326652	0.0	0.0	0.0	0.0	0.0
K00231	2.91515	1.1063	5.47974	7.86824	7.29631	10.0253
K00231|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.91515	1.1063	5.47974	7.86824	7.29631	10.0253
K00232	3.02714	0.969576	5.7255	9.47845	9.49574	10.7697
K00232|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.02714	0.969576	5.7255	9.47845	9.49574	10.7697
K00234	5.3663	1.522708	10.3962	16.26765	15.978929999999998	18.20915
K00234|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.3663	1.522708	10.3962	16.26765	15.978929999999998	18.20915
K00235	4.18561	0.998365	6.55651	10.4843	9.42156	11.6071
K00235|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.18561	0.998365	6.55651	10.4843	9.42156	11.6071
K00236	7.40126	1.507629	13.33812	17.24574	18.07278	23.2943
K00236|g__Saccharomyces.s__Saccharomyces_cerevisiae	7.40126	1.507629	13.33812	17.24574	18.07278	23.2943
K00237	4.51923	1.660962	9.31697	14.11374	13.00925	15.04709
K00237|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.51923	1.660962	9.31697	14.11374	13.00925	15.04709
K00241	0.156549	0.691345	0.0	0.0	0.0	0.0
K00241|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.438129	0.0	0.0	0.0	0.0
K00241|g__Pantoea.s__Pantoea_vagans	0.156549	0.253216	0.0	0.0	0.0	0.0
K00244	105.839	3.92558	52.371	28.9492	45.6692	0.242468
K00244|g__Lactobacillus.s__Lactobacillus_plantarum	64.1988	2.4517	31.9278	17.4839	27.9282	0.102532
K00244|unclassified	41.6404	1.47388	20.4433	11.4653	17.7409	0.139936
K00262	5.7827268	2.099415	11.41494	18.41646	16.8906	19.433320000000002
K00262|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.73509	2.099415	11.41494	18.41646	16.8906	19.433320000000002
K00262|unclassified	0.0476368	0.0	0.0	0.0	0.0	0.0
K00264	3.77245	1.21594	8.24366	11.7162	11.5455	13.7288
K00264|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.92574	0.879921	6.34185	9.01961	8.81096	10.7771
K00264|unclassified	0.846716	0.336023	1.90181	2.69662	2.73457	2.9517
K00266	0.0	0.297302	0.0	0.0	0.0	0.0
K00266|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.297302	0.0	0.0	0.0	0.0
K00275	4.447620000000001	2.848077	9.14958	13.239899999999999	13.05649	15.23337
K00275|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.685194	0.0	0.0	0.0	0.0
K00275|g__Saccharomyces.s__Saccharomyces_cerevisiae	4.447620000000001	1.8442120000000002	9.14958	13.239899999999999	13.05649	15.23337
K00275|unclassified	0.0	0.318671	0.0	0.0	0.0	0.0
K00281	4.87583	2.583	10.8864	16.0189	15.5821	19.3119
K00281|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.53246	1.77035	5.9894	8.71105	8.29821	11.1112
K00281|unclassified	2.34337	0.81265	4.897	7.3079	7.28387	8.2007
K00285	0.0	0.34882	0.0	0.0	0.0	0.0
K00285|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.34882	0.0	0.0	0.0	0.0
K00286	152.2552	226.703714	179.54668	179.60137	167.62186	188.829294
K00286|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.241803	0.0	0.0	0.0	0.0
K00286|g__Lactobacillus.s__Lactobacillus_brevis	0.0	218.232	99.7497	128.606	94.6055	180.738
K00286|g__Lactobacillus.s__Lactobacillus_plantarum	147.235	7.21138	73.7082	43.5766	66.8091	0.252804
K00286|g__Pantoea.s__Pantoea_agglomerans	0.0	0.12254	0.0	0.0	0.0	0.0
K00286|g__Pantoea.s__Pantoea_vagans	0.0	0.153175	0.0	0.0	0.0	0.0
K00286|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.2962	0.742815	4.74118	7.41877	6.20726	7.83849
K00286|unclassified	2.72386	0.0	1.34753	0.0	0.0	0.0
K00287	2.96839	1.32663	6.41782	10.371	11.2611	11.3028
K00287|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.96839	1.32663	6.41782	10.371	11.2611	11.3028
K00288	8.40966	2.9124	18.12512	28.168999999999997	25.078699999999998	29.795
K00288|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.48608	1.993106	13.49154	21.1328	18.69627	22.339199999999998
K00288|unclassified	1.92357	0.919289	4.63357	7.03617	6.38246	7.45577
K00290	1.61511	0.752622	3.48561	5.41734	5.23489	5.33674
K00290|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.61511	0.752622	3.48561	5.41734	5.23489	5.33674
K00293	2.97523	1.1263	6.7756	9.43994	9.79886	11.0837
K00293|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.97523	1.1263	6.7756	9.43994	9.79886	11.0837
K00294	2.86622	1.01281	6.37162	9.17491	9.51313	10.9306
K00294|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.86622	1.01281	6.37162	9.17491	9.51313	10.9306
K00295	3.0436	1.19951	5.17416	8.05691	8.13369	9.14127
K00295|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.0436	1.19951	5.17416	8.05691	8.13369	9.14127
K00297	6.56072	2.562612	13.07863	18.15504	20.141	21.7631
K00297|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.440003	0.0	0.0	0.0	0.0
K00297|g__Saccharomyces.s__Saccharomyces_cerevisiae	6.56072	2.0201960000000003	13.07863	18.15504	20.141	21.7631
K00297|unclassified	0.0	0.102413	0.0	0.0	0.0	0.0
K00303	0.0	0.181866	0.0	0.0	0.0	0.0
K00303|unclassified	0.0	0.181866	0.0	0.0	0.0	0.0
K00311	0.996608	0.839835	2.18013	3.51756	3.09081	4.10643
K00311|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.532791	0.0	0.0	0.0	0.0
K00311|g__Saccharomyces.s__Saccharomyces_cerevisiae	0.996608	0.307044	2.18013	3.51756	3.09081	4.10643
K00318	1.58918	0.475904	2.60856	3.68746	3.7868	4.51532
K00318|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.58918	0.475904	2.60856	3.68746	3.7868	4.51532
K00326	3.12957	1.23923	7.09715	10.86578	10.176960000000001	12.76842
K00326|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.12957	1.1017860000000002	7.09715	9.50323	10.176960000000001	11.05423
K00326|unclassified	0.0	0.137444	0.0	1.36255	0.0	1.71419
K00327	4.87928	2.34906	8.94621	15.3113	15.6969	17.3302
K00327|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.99107	1.37444	5.30785	9.05758	8.91239	10.5684
K00327|unclassified	1.8882	0.974621	3.63836	6.25368	6.78454	6.76175
K00330	0.0626457	0.0	0.0	0.0	0.0	0.0
K00330|unclassified	0.0626457	0.0	0.0	0.0	0.0	0.0
K00331	0.0	0.401122	0.0	0.0	0.0	0.0
K00331|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.401122	0.0	0.0	0.0	0.0
K00333	0.0	0.143378	0.0	0.0	0.0	0.0
K00333|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.143378	0.0	0.0	0.0	0.0
K00335	0.0	0.172387	0.0	0.0	0.0	0.0
K00335|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.172387	0.0	0.0	0.0	0.0
K00336	0.0	0.178897	0.0	0.0	0.0	0.0
K00336|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.178897	0.0	0.0	0.0	0.0
K00337	0.0	0.352455	0.0	0.0	0.0	0.0
K00337|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.352455	0.0	0.0	0.0	0.0
K00338	0.0638381	0.270908	0.0	0.0	0.0	0.0
K00338|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.167651	0.0	0.0	0.0	0.0
K00338|g__Pantoea.s__Pantoea_vagans	0.0638381	0.103257	0.0	0.0	0.0	0.0
K00343	0.0	0.343452	0.0	0.0	0.0	0.0
K00343|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.343452	0.0	0.0	0.0	0.0
K00344	1.2488	0.671415	2.71814	6.44315	6.08995	6.0978
K00344|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.243613	0.0	0.0	0.0	0.0
K00344|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.2488	0.427802	2.71814	6.44315	6.08995	6.0978
K00354	5.06488	2.137387	10.20257	15.65908	15.927879999999998	17.29184
K00354|g__Saccharomyces.s__Saccharomyces_cerevisiae	5.06488	2.137387	10.20257	15.65908	15.927879999999998	17.29184
K00362	0.0	0.290892	0.0	0.0	0.0	0.0
K00362|g__Pantoea.s__Pantoea_agglomerans	0.0	0.249336	0.0	0.0	0.0	0.0
